user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,date_day,wait_duration,tariff_plan,date_start,call_type,direction_label,duration_minutes,wait_seconds
166377,2019-09-17 00:00:00+03:00,out,False,880028,False,35,2507,2787,2019-09-17,280,B,2019-08-01,External,Outgoing,41.78333333333333,280
166377,2019-09-17 00:00:00+03:00,out,False,880022,True,7,0,212,2019-09-17,212,B,2019-08-01,External,Outgoing,0.0,212
166377,2019-09-17 00:00:00+03:00,out,False,880026,True,2,0,0,2019-09-17,0,B,2019-08-01,External,Outgoing,0.0,0
166377,2019-09-18 00:00:00+03:00,out,False,880026,False,4,299,315,2019-09-18,16,B,2019-08-01,External,Outgoing,4.983333333333333,16
166377,2019-09-18 00:00:00+03:00,out,False,880022,True,2,0,103,2019-09-18,103,B,2019-08-01,External,Outgoing,0.0,103
166377,2019-09-18 00:00:00+03:00,out,False,880028,False,20,2447,2634,2019-09-18,187,B,2019-08-01,External,Outgoing,40.78333333333333,187
166377,2019-09-18 00:00:00+03:00,out,False,880022,False,1,71,73,2019-09-18,2,B,2019-08-01,External,Outgoing,1.1833333333333333,2
166377,2019-09-18 00:00:00+03:00,out,False,880026,True,2,0,38,2019-09-18,38,B,2019-08-01,External,Outgoing,0.0,38
166377,2019-09-18 00:00:00+03:00,out,False,880028,True,7,0,201,2019-09-18,201,B,2019-08-01,External,Outgoing,0.0,201
166377,2019-09-19 00:00:00+03:00,in,False,880028,False,1,21,23,2019-09-19,2,B,2019-08-01,External,Incoming,0.35,2
166377,2019-09-19 00:00:00+03:00,out,False,880026,True,8,0,192,2019-09-19,192,B,2019-08-01,External,Outgoing,0.0,192
166377,2019-09-19 00:00:00+03:00,out,False,880022,False,2,359,364,2019-09-19,5,B,2019-08-01,External,Outgoing,5.983333333333333,5
166377,2019-09-19 00:00:00+03:00,out,False,880022,True,8,0,251,2019-09-19,251,B,2019-08-01,External,Outgoing,0.0,251
166377,2019-09-19 00:00:00+03:00,out,True,880022,True,1,0,1,2019-09-19,1,B,2019-08-01,Internal,Outgoing,0.0,1
166377,2019-09-19 00:00:00+03:00,out,False,880028,True,23,0,700,2019-09-19,700,B,2019-08-01,External,Outgoing,0.0,700
166377,2019-09-19 00:00:00+03:00,out,False,880028,False,18,1638,1775,2019-09-19,137,B,2019-08-01,External,Outgoing,27.3,137
